"Question","Breakdown1","Breakdown1Code","Breakdown2","Breakdown2Code","value"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y54","PrimaryDiagnosis","14","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y54","PrimaryDiagnosis","15","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y54","PrimaryDiagnosis","16","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y54","PrimaryDiagnosis","17","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y54","PrimaryDiagnosis","18","40"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y54","PrimaryDiagnosis","19","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y54","PrimaryDiagnosis","20","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y54","PrimaryDiagnosis","21","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y54","PrimaryDiagnosis","22","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y54","PrimaryDiagnosis","23","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y55","","","35"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y55","BedType","0","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y55","BedType","10","25"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y55","BedType","11","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y55","BedType","12","10"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","region","Y55","Gender","0","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","region","Y55","Gender","1","15"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","region","Y55","Gender","2","20"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","region","Y55","Gender","9","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","region","Y55","Gender","X","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y55","MhaStatus","0","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y55","MhaStatus","1","25"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y55","MhaStatus","2","10"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y55","OutOfAreaReason","0","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y55","OutOfAreaReason","10","35"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y55","OutOfAreaReason","11","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y55","OutOfAreaReason","12","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y55","OutOfAreaReason","13","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y55","OutOfAreaReason","14","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y55","OutOfAreaReason","15","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y55","PrimaryDiagnosis","0","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y55","PrimaryDiagnosis","01","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y55","PrimaryDiagnosis","02","10"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y55","PrimaryDiagnosis","03","5"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y55","PrimaryDiagnosis","04","5"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y55","PrimaryDiagnosis","05","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y55","PrimaryDiagnosis","06","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y55","PrimaryDiagnosis","07","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y55","PrimaryDiagnosis","08","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y55","PrimaryDiagnosis","09","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y55","PrimaryDiagnosis","10","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y55","PrimaryDiagnosis","11","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y55","PrimaryDiagnosis","12","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y55","PrimaryDiagnosis","13","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y55","PrimaryDiagnosis","14","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y55","PrimaryDiagnosis","15","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y55","PrimaryDiagnosis","16","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y55","PrimaryDiagnosis","17","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y55","PrimaryDiagnosis","18","5"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y55","PrimaryDiagnosis","19","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y55","PrimaryDiagnosis","20","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y55","PrimaryDiagnosis","21","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y55","PrimaryDiagnosis","22","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y55","PrimaryDiagnosis","23","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y56","","","40"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y56","BedType","0","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y56","BedType","10","40"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y56","BedType","11","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y56","BedType","12","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","region","Y56","Gender","0","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","region","Y56","Gender","1","20"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","region","Y56","Gender","2","20"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","region","Y56","Gender","9","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","region","Y56","Gender","X","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y56","MhaStatus","0","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y56","MhaStatus","1","25"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y56","MhaStatus","2","20"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y56","OutOfAreaReason","0","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y56","OutOfAreaReason","10","40"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y56","OutOfAreaReason","11","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y56","OutOfAreaReason","12","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y56","OutOfAreaReason","13","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y56","OutOfAreaReason","14","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y56","OutOfAreaReason","15","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y56","PrimaryDiagnosis","0","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y56","PrimaryDiagnosis","01","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y56","PrimaryDiagnosis","02","15"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y56","PrimaryDiagnosis","03","5"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y56","PrimaryDiagnosis","04","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y56","PrimaryDiagnosis","05","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y56","PrimaryDiagnosis","06","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y56","PrimaryDiagnosis","07","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y56","PrimaryDiagnosis","08","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y56","PrimaryDiagnosis","09","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y56","PrimaryDiagnosis","10","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y56","PrimaryDiagnosis","11","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y56","PrimaryDiagnosis","12","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y56","PrimaryDiagnosis","13","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y56","PrimaryDiagnosis","14","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y56","PrimaryDiagnosis","15","5"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y56","PrimaryDiagnosis","16","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y56","PrimaryDiagnosis","17","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y56","PrimaryDiagnosis","18","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y56","PrimaryDiagnosis","19","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y56","PrimaryDiagnosis","20","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y56","PrimaryDiagnosis","21","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y56","PrimaryDiagnosis","22","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y56","PrimaryDiagnosis","23","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y57","","","55"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y57","BedType","0","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y57","BedType","10","35"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y57","BedType","11","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y57","BedType","12","20"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","region","Y57","Gender","0","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","region","Y57","Gender","1","40"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","region","Y57","Gender","2","15"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","region","Y57","Gender","9","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","region","Y57","Gender","X","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y57","MhaStatus","0","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y57","MhaStatus","1","35"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y57","MhaStatus","2","25"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y57","OutOfAreaReason","0","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y57","OutOfAreaReason","10","50"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y57","OutOfAreaReason","11","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y57","OutOfAreaReason","12","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y57","OutOfAreaReason","13","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y57","OutOfAreaReason","14","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y57","OutOfAreaReason","15","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y57","PrimaryDiagnosis","0","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y57","PrimaryDiagnosis","01","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y57","PrimaryDiagnosis","02","30"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y57","PrimaryDiagnosis","03","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y57","PrimaryDiagnosis","04","5"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y57","PrimaryDiagnosis","05","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y57","PrimaryDiagnosis","06","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y57","PrimaryDiagnosis","07","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y57","PrimaryDiagnosis","08","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y57","PrimaryDiagnosis","09","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y57","PrimaryDiagnosis","10","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y57","PrimaryDiagnosis","11","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y57","PrimaryDiagnosis","12","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y57","PrimaryDiagnosis","13","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y57","PrimaryDiagnosis","14","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y57","PrimaryDiagnosis","15","10"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y57","PrimaryDiagnosis","16","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y57","PrimaryDiagnosis","17","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y57","PrimaryDiagnosis","18","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y57","PrimaryDiagnosis","19","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y57","PrimaryDiagnosis","20","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y57","PrimaryDiagnosis","21","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y57","PrimaryDiagnosis","22","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","Region","Y57","PrimaryDiagnosis","23","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","SendingProvider","England","","","255"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","SendingProvider","8HR47","","","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","SendingProvider","999","","","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","SendingProvider","AHL","","","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","SendingProvider","NFJ","","","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","SendingProvider","NHV","","","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","SendingProvider","NMJ","","","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","SendingProvider","NMQ","","","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","SendingProvider","NMV","","","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","SendingProvider","NNF","","","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","SendingProvider","NQ4","","","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","SendingProvider","NQL","","","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","SendingProvider","NR0","","","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","SendingProvider","NR5","","","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","SendingProvider","NTN","","","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","SendingProvider","NTT","","","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","SendingProvider","NV2","","","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","SendingProvider","NYA","","","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","SendingProvider","R1A","","","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","SendingProvider","R1C","","","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","SendingProvider","R1E","","","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","SendingProvider","R1F","","","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","SendingProvider","RA9","","","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","SendingProvider","RAL","","","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","SendingProvider","RAT","","","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","SendingProvider","RDY","","","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","SendingProvider","RGD","","","5"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","SendingProvider","RH5","","","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","SendingProvider","RHA","","","5"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","SendingProvider","RJ8","","","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","SendingProvider","RJX","","","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","SendingProvider","RKL","","","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","SendingProvider","RLY","","","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","SendingProvider","RMC","","","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","SendingProvider","RMY","","","10"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","SendingProvider","RNK","","","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","SendingProvider","RNN","","","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","SendingProvider","RNU","","","10"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","SendingProvider","RP1","","","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","SendingProvider","RP7","","","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","SendingProvider","RPG","","","10"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","SendingProvider","RQY","","","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","SendingProvider","RR7","","","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","SendingProvider","RRD","","","10"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","SendingProvider","RRE","","","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","SendingProvider","RRP","","","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","SendingProvider","RT1","","","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","SendingProvider","RT2","","","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","SendingProvider","RT5","","","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","SendingProvider","RTF","","","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","SendingProvider","RTQ","","","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","SendingProvider","RTV","","","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","SendingProvider","RV3","","","25"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","SendingProvider","RV5","","","15"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","SendingProvider","RV9","","","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","SendingProvider","RVN","","","20"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","SendingProvider","RW1","","","20"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","SendingProvider","RW3","","","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","SendingProvider","RW4","","","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","SendingProvider","RW5","","","10"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","SendingProvider","RWK","","","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","SendingProvider","RWN","","","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","SendingProvider","RWR","","","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","SendingProvider","RWV","","","10"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","SendingProvider","RWX","","","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","SendingProvider","RX2","","","10"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","SendingProvider","RX3","","","50"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","SendingProvider","RX4","","","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","SendingProvider","RXA","","","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","SendingProvider","RXE","","","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","SendingProvider","RXG","","","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","SendingProvider","RXL","","","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","SendingProvider","RXM","","","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","SendingProvider","RXT","","","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","SendingProvider","RXV","","","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","SendingProvider","RXX","","","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","SendingProvider","RXY","","","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","SendingProvider","RY6","","","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","SendingProvider","RY8","","","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","SendingProvider","RYG","","","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","SendingProvider","RYK","","","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","SendingProvider","RYW","","","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","SendingProvider","TAD","","","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","SendingProvider","TAE","","","15"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","SendingProvider","TAF","","","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","SendingProvider","TAH","","","*"
"Number of OAPs active during the period with a distance of 50km or greater and less than 100km","SendingProvider","TAJ","","","*"
"OAPs ended during period","England","","","","378"
"OAPs ended during period","BedType","England","","","378"
"OAPs ended during period","BedType","10","","","295"
"OAPs ended during period","BedType","11","","","17"
"OAPs ended during period","BedType","12","","","66"
"OAPs ended during period","Ccg","England","","","378"
"OAPs ended during period","Ccg","00C","","","*"
"OAPs ended during period","Ccg","00D","","","*"
"OAPs ended during period","Ccg","00J","","","*"
"OAPs ended during period","Ccg","00K","","","*"
"OAPs ended during period","Ccg","00L","","","*"
"OAPs ended during period","Ccg","00M","","","*"
"OAPs ended during period","Ccg","00N","","","*"
"OAPs ended during period","Ccg","00P","","","*"
"OAPs ended during period","Ccg","00Q","","","10"
"OAPs ended during period","Ccg","00R","","","*"
"OAPs ended during period","Ccg","00T","","","*"
"OAPs ended during period","Ccg","00V","","","*"
"OAPs ended during period","Ccg","00W","","","5"
"OAPs ended during period","Ccg","00X","","","*"
"OAPs ended during period","Ccg","00Y","","","*"
"OAPs ended during period","Ccg","01A","","","*"
"OAPs ended during period","Ccg","01C","","","*"
"OAPs ended during period","Ccg","01D","","","*"
"OAPs ended during period","Ccg","01E","","","*"
"OAPs ended during period","Ccg","01F","","","*"
"OAPs ended during period","Ccg","01G","","","*"
"OAPs ended during period","Ccg","01H","","","*"
"OAPs ended during period","Ccg","01J","","","*"
"OAPs ended during period","Ccg","01K","","","*"
"OAPs ended during period","Ccg","01M","","","10"
"OAPs ended during period","Ccg","01N","","","5"
"OAPs ended during period","Ccg","01R","","","*"
"OAPs ended during period","Ccg","01T","","","*"
"OAPs ended during period","Ccg","01V","","","*"
"OAPs ended during period","Ccg","01W","","","*"
"OAPs ended during period","Ccg","01X","","","*"
"OAPs ended during period","Ccg","01Y","","","*"
"OAPs ended during period","Ccg","02A","","","*"
"OAPs ended during period","Ccg","02D","","","*"
"OAPs ended during period","Ccg","02E","","","*"
"OAPs ended during period","Ccg","02F","","","*"
"OAPs ended during period","Ccg","02G","","","*"
"OAPs ended during period","Ccg","02H","","","*"
"OAPs ended during period","Ccg","02M","","","*"
"OAPs ended during period","Ccg","02N","","","*"
"OAPs ended during period","Ccg","02P","","","*"
"OAPs ended during period","Ccg","02Q","","","*"
"OAPs ended during period","Ccg","02R","","","*"
"OAPs ended during period","Ccg","02T","","","*"
"OAPs ended during period","Ccg","02V","","","*"
"OAPs ended during period","Ccg","02W","","","*"
"OAPs ended during period","Ccg","02X","","","*"
"OAPs ended during period","Ccg","02Y","","","*"
"OAPs ended during period","Ccg","03A","","","*"
"OAPs ended during period","Ccg","03C","","","5"
"OAPs ended during period","Ccg","03D","","","*"
"OAPs ended during period","Ccg","03E","","","*"
"OAPs ended during period","Ccg","03F","","","*"
"OAPs ended during period","Ccg","03G","","","*"
"OAPs ended during period","Ccg","03H","","","*"
"OAPs ended during period","Ccg","03J","","","*"
"OAPs ended during period","Ccg","03K","","","*"
"OAPs ended during period","Ccg","03L","","","*"
"OAPs ended during period","Ccg","03M","","","*"
"OAPs ended during period","Ccg","03N","","","*"
"OAPs ended during period","Ccg","03Q","","","5"
"OAPs ended during period","Ccg","03R","","","10"
"OAPs ended during period","Ccg","03T","","","*"
"OAPs ended during period","Ccg","03V","","","*"
"OAPs ended during period","Ccg","03W","","","*"
"OAPs ended during period","Ccg","03X","","","*"
"OAPs ended during period","Ccg","03Y","","","*"
"OAPs ended during period","Ccg","04C","","","*"
"OAPs ended during period","Ccg","04D","","","*"
"OAPs ended during period","Ccg","04E","","","*"
"OAPs ended during period","Ccg","04F","","","*"
"OAPs ended during period","Ccg","04G","","","*"
"OAPs ended during period","Ccg","04H","","","*"
"OAPs ended during period","Ccg","04J","","","*"
"OAPs ended during period","Ccg","04K","","","5"
"OAPs ended during period","Ccg","04L","","","*"
"OAPs ended during period","Ccg","04M","","","*"
"OAPs ended during period","Ccg","04N","","","*"
"OAPs ended during period","Ccg","04Q","","","*"
"OAPs ended during period","Ccg","04R","","","*"
"OAPs ended during period","Ccg","04V","","","*"
"OAPs ended during period","Ccg","04X","","","*"
"OAPs ended during period","Ccg","04Y","","","*"
"OAPs ended during period","Ccg","05A","","","*"
"OAPs ended during period","Ccg","05C","","","*"
"OAPs ended during period","Ccg","05D","","","*"
"OAPs ended during period","Ccg","05F","","","*"
"OAPs ended during period","Ccg","05G","","","*"
"OAPs ended during period","Ccg","05H","","","*"
"OAPs ended during period","Ccg","05J","","","*"
"OAPs ended during period","Ccg","05L","","","*"
"OAPs ended during period","Ccg","05N","","","*"
"OAPs ended during period","Ccg","05P","","","*"
"OAPs ended during period","Ccg","05Q","","","*"
"OAPs ended during period","Ccg","05R","","","*"
"OAPs ended during period","Ccg","05T","","","*"
"OAPs ended during period","Ccg","05V","","","*"
"OAPs ended during period","Ccg","05W","","","*"
"OAPs ended during period","Ccg","05X","","","*"
"OAPs ended during period","Ccg","05Y","","","*"
"OAPs ended during period","Ccg","06A","","","*"
"OAPs ended during period","Ccg","06D","","","*"
"OAPs ended during period","Ccg","06F","","","*"
"OAPs ended during period","Ccg","06H","","","*"
"OAPs ended during period","Ccg","06K","","","*"
"OAPs ended during period","Ccg","06L","","","*"
"OAPs ended during period","Ccg","06M","","","*"
"OAPs ended during period","Ccg","06N","","","*"
