"Question","Breakdown1","Breakdown1Code","Breakdown2","Breakdown2Code","value"
"Upper Quartile Distance (KM)","ReceivingProvider","TAF","","","*"
"Upper Quartile Distance (KM)","ReceivingProvider","TAH","","","*"
"Upper Quartile Distance (KM)","ReceivingProvider","TAJ","","","*"
"Upper Quartile Distance (KM)","Region","England","","","83.3919"
"Upper Quartile Distance (KM)","Region","999","","","75"
"Upper Quartile Distance (KM)","Region","999","BedType","0","*"
"Upper Quartile Distance (KM)","Region","999","BedType","10","81"
"Upper Quartile Distance (KM)","Region","999","BedType","11","*"
"Upper Quartile Distance (KM)","Region","999","BedType","12","*"
"Upper Quartile Distance (KM)","region","999","Gender","0","*"
"Upper Quartile Distance (KM)","region","999","Gender","1","81"
"Upper Quartile Distance (KM)","region","999","Gender","2","73"
"Upper Quartile Distance (KM)","region","999","Gender","9","*"
"Upper Quartile Distance (KM)","region","999","Gender","X","*"
"Upper Quartile Distance (KM)","Region","999","MhaStatus","0","*"
"Upper Quartile Distance (KM)","Region","999","MhaStatus","1","73"
"Upper Quartile Distance (KM)","Region","999","MhaStatus","2","81"
"Upper Quartile Distance (KM)","Region","999","OutOfAreaReason","0","*"
"Upper Quartile Distance (KM)","Region","999","OutOfAreaReason","10","77"
"Upper Quartile Distance (KM)","Region","999","OutOfAreaReason","11","*"
"Upper Quartile Distance (KM)","Region","999","OutOfAreaReason","12","*"
"Upper Quartile Distance (KM)","Region","999","OutOfAreaReason","13","*"
"Upper Quartile Distance (KM)","Region","999","OutOfAreaReason","14","*"
"Upper Quartile Distance (KM)","Region","999","OutOfAreaReason","15","*"
"Upper Quartile Distance (KM)","Region","999","PrimaryDiagnosis","0","*"
"Upper Quartile Distance (KM)","Region","999","PrimaryDiagnosis","01","*"
"Upper Quartile Distance (KM)","Region","999","PrimaryDiagnosis","02","*"
"Upper Quartile Distance (KM)","Region","999","PrimaryDiagnosis","03","*"
"Upper Quartile Distance (KM)","Region","999","PrimaryDiagnosis","04","*"
"Upper Quartile Distance (KM)","Region","999","PrimaryDiagnosis","05","*"
"Upper Quartile Distance (KM)","Region","999","PrimaryDiagnosis","06","*"
"Upper Quartile Distance (KM)","Region","999","PrimaryDiagnosis","07","*"
"Upper Quartile Distance (KM)","Region","999","PrimaryDiagnosis","08","*"
"Upper Quartile Distance (KM)","Region","999","PrimaryDiagnosis","09","*"
"Upper Quartile Distance (KM)","Region","999","PrimaryDiagnosis","10","*"
"Upper Quartile Distance (KM)","Region","999","PrimaryDiagnosis","11","*"
"Upper Quartile Distance (KM)","Region","999","PrimaryDiagnosis","12","*"
"Upper Quartile Distance (KM)","Region","999","PrimaryDiagnosis","13","*"
"Upper Quartile Distance (KM)","Region","999","PrimaryDiagnosis","14","85"
"Upper Quartile Distance (KM)","Region","999","PrimaryDiagnosis","15","*"
"Upper Quartile Distance (KM)","Region","999","PrimaryDiagnosis","16","*"
"Upper Quartile Distance (KM)","Region","999","PrimaryDiagnosis","17","*"
"Upper Quartile Distance (KM)","Region","999","PrimaryDiagnosis","18","*"
"Upper Quartile Distance (KM)","Region","999","PrimaryDiagnosis","19","*"
"Upper Quartile Distance (KM)","Region","999","PrimaryDiagnosis","20","*"
"Upper Quartile Distance (KM)","Region","999","PrimaryDiagnosis","21","*"
"Upper Quartile Distance (KM)","Region","999","PrimaryDiagnosis","22","*"
"Upper Quartile Distance (KM)","Region","999","PrimaryDiagnosis","23","*"
"Upper Quartile Distance (KM)","Region","Y54","","","65"
"Upper Quartile Distance (KM)","Region","Y54","BedType","0","*"
"Upper Quartile Distance (KM)","Region","Y54","BedType","10","69"
"Upper Quartile Distance (KM)","Region","Y54","BedType","11","49"
"Upper Quartile Distance (KM)","Region","Y54","BedType","12","53"
"Upper Quartile Distance (KM)","region","Y54","Gender","0","*"
"Upper Quartile Distance (KM)","region","Y54","Gender","1","63"
"Upper Quartile Distance (KM)","region","Y54","Gender","2","67"
"Upper Quartile Distance (KM)","region","Y54","Gender","9","*"
"Upper Quartile Distance (KM)","region","Y54","Gender","X","*"
"Upper Quartile Distance (KM)","Region","Y54","MhaStatus","0","*"
"Upper Quartile Distance (KM)","Region","Y54","MhaStatus","1","67"
"Upper Quartile Distance (KM)","Region","Y54","MhaStatus","2","62"
"Upper Quartile Distance (KM)","Region","Y54","OutOfAreaReason","0","*"
"Upper Quartile Distance (KM)","Region","Y54","OutOfAreaReason","10","64"
"Upper Quartile Distance (KM)","Region","Y54","OutOfAreaReason","11","*"
"Upper Quartile Distance (KM)","Region","Y54","OutOfAreaReason","12","*"
"Upper Quartile Distance (KM)","Region","Y54","OutOfAreaReason","13","*"
"Upper Quartile Distance (KM)","Region","Y54","OutOfAreaReason","14","44"
"Upper Quartile Distance (KM)","Region","Y54","OutOfAreaReason","15","*"
"Upper Quartile Distance (KM)","Region","Y54","PrimaryDiagnosis","0","*"
"Upper Quartile Distance (KM)","Region","Y54","PrimaryDiagnosis","01","61"
"Upper Quartile Distance (KM)","Region","Y54","PrimaryDiagnosis","02","73"
"Upper Quartile Distance (KM)","Region","Y54","PrimaryDiagnosis","03","*"
"Upper Quartile Distance (KM)","Region","Y54","PrimaryDiagnosis","04","44"
"Upper Quartile Distance (KM)","Region","Y54","PrimaryDiagnosis","05","*"
"Upper Quartile Distance (KM)","Region","Y54","PrimaryDiagnosis","06","*"
"Upper Quartile Distance (KM)","Region","Y54","PrimaryDiagnosis","07","*"
"Upper Quartile Distance (KM)","Region","Y54","PrimaryDiagnosis","08","60"
"Upper Quartile Distance (KM)","Region","Y54","PrimaryDiagnosis","09","46"
"Upper Quartile Distance (KM)","Region","Y54","PrimaryDiagnosis","10","*"
"Upper Quartile Distance (KM)","Region","Y54","PrimaryDiagnosis","11","*"
"Upper Quartile Distance (KM)","Region","Y54","PrimaryDiagnosis","12","*"
"Upper Quartile Distance (KM)","Region","Y54","PrimaryDiagnosis","13","*"
"Upper Quartile Distance (KM)","Region","Y54","PrimaryDiagnosis","14","79"
"Upper Quartile Distance (KM)","Region","Y54","PrimaryDiagnosis","15","*"
"Upper Quartile Distance (KM)","Region","Y54","PrimaryDiagnosis","16","*"
"Upper Quartile Distance (KM)","Region","Y54","PrimaryDiagnosis","17","*"
"Upper Quartile Distance (KM)","Region","Y54","PrimaryDiagnosis","18","66"
"Upper Quartile Distance (KM)","Region","Y54","PrimaryDiagnosis","19","*"
"Upper Quartile Distance (KM)","Region","Y54","PrimaryDiagnosis","20","*"
"Upper Quartile Distance (KM)","Region","Y54","PrimaryDiagnosis","21","*"
"Upper Quartile Distance (KM)","Region","Y54","PrimaryDiagnosis","22","*"
"Upper Quartile Distance (KM)","Region","Y54","PrimaryDiagnosis","23","*"
"Upper Quartile Distance (KM)","Region","Y55","","","121"
"Upper Quartile Distance (KM)","Region","Y55","BedType","0","*"
"Upper Quartile Distance (KM)","Region","Y55","BedType","10","117"
"Upper Quartile Distance (KM)","Region","Y55","BedType","11","*"
"Upper Quartile Distance (KM)","Region","Y55","BedType","12","*"
"Upper Quartile Distance (KM)","region","Y55","Gender","0","*"
"Upper Quartile Distance (KM)","region","Y55","Gender","1","135"
"Upper Quartile Distance (KM)","region","Y55","Gender","2","97"
"Upper Quartile Distance (KM)","region","Y55","Gender","9","*"
"Upper Quartile Distance (KM)","region","Y55","Gender","X","*"
"Upper Quartile Distance (KM)","Region","Y55","MhaStatus","0","*"
"Upper Quartile Distance (KM)","Region","Y55","MhaStatus","1","121"
"Upper Quartile Distance (KM)","Region","Y55","MhaStatus","2","92"
"Upper Quartile Distance (KM)","Region","Y55","OutOfAreaReason","0","*"
"Upper Quartile Distance (KM)","Region","Y55","OutOfAreaReason","10","121"
"Upper Quartile Distance (KM)","Region","Y55","OutOfAreaReason","11","*"
"Upper Quartile Distance (KM)","Region","Y55","OutOfAreaReason","12","*"
"Upper Quartile Distance (KM)","Region","Y55","OutOfAreaReason","13","*"
"Upper Quartile Distance (KM)","Region","Y55","OutOfAreaReason","14","*"
"Upper Quartile Distance (KM)","Region","Y55","OutOfAreaReason","15","*"
"Upper Quartile Distance (KM)","Region","Y55","PrimaryDiagnosis","0","*"
"Upper Quartile Distance (KM)","Region","Y55","PrimaryDiagnosis","01","*"
"Upper Quartile Distance (KM)","Region","Y55","PrimaryDiagnosis","02","136"
"Upper Quartile Distance (KM)","Region","Y55","PrimaryDiagnosis","03","*"
"Upper Quartile Distance (KM)","Region","Y55","PrimaryDiagnosis","04","*"
"Upper Quartile Distance (KM)","Region","Y55","PrimaryDiagnosis","05","*"
"Upper Quartile Distance (KM)","Region","Y55","PrimaryDiagnosis","06","*"
"Upper Quartile Distance (KM)","Region","Y55","PrimaryDiagnosis","07","*"
"Upper Quartile Distance (KM)","Region","Y55","PrimaryDiagnosis","08","*"
"Upper Quartile Distance (KM)","Region","Y55","PrimaryDiagnosis","09","*"
"Upper Quartile Distance (KM)","Region","Y55","PrimaryDiagnosis","10","*"
"Upper Quartile Distance (KM)","Region","Y55","PrimaryDiagnosis","11","*"
"Upper Quartile Distance (KM)","Region","Y55","PrimaryDiagnosis","12","*"
"Upper Quartile Distance (KM)","Region","Y55","PrimaryDiagnosis","13","*"
"Upper Quartile Distance (KM)","Region","Y55","PrimaryDiagnosis","14","*"
"Upper Quartile Distance (KM)","Region","Y55","PrimaryDiagnosis","15","*"
"Upper Quartile Distance (KM)","Region","Y55","PrimaryDiagnosis","16","*"
"Upper Quartile Distance (KM)","Region","Y55","PrimaryDiagnosis","17","*"
"Upper Quartile Distance (KM)","Region","Y55","PrimaryDiagnosis","18","105"
"Upper Quartile Distance (KM)","Region","Y55","PrimaryDiagnosis","19","*"
"Upper Quartile Distance (KM)","Region","Y55","PrimaryDiagnosis","20","*"
"Upper Quartile Distance (KM)","Region","Y55","PrimaryDiagnosis","21","*"
"Upper Quartile Distance (KM)","Region","Y55","PrimaryDiagnosis","22","*"
"Upper Quartile Distance (KM)","Region","Y55","PrimaryDiagnosis","23","*"
"Upper Quartile Distance (KM)","Region","Y56","","","55"
"Upper Quartile Distance (KM)","Region","Y56","BedType","0","*"
"Upper Quartile Distance (KM)","Region","Y56","BedType","10","57"
"Upper Quartile Distance (KM)","Region","Y56","BedType","11","*"
"Upper Quartile Distance (KM)","Region","Y56","BedType","12","15"
"Upper Quartile Distance (KM)","region","Y56","Gender","0","*"
"Upper Quartile Distance (KM)","region","Y56","Gender","1","46"
"Upper Quartile Distance (KM)","region","Y56","Gender","2","57"
"Upper Quartile Distance (KM)","region","Y56","Gender","9","*"
"Upper Quartile Distance (KM)","region","Y56","Gender","X","*"
"Upper Quartile Distance (KM)","Region","Y56","MhaStatus","0","*"
"Upper Quartile Distance (KM)","Region","Y56","MhaStatus","1","66"
"Upper Quartile Distance (KM)","Region","Y56","MhaStatus","2","45"
"Upper Quartile Distance (KM)","Region","Y56","OutOfAreaReason","0","*"
"Upper Quartile Distance (KM)","Region","Y56","OutOfAreaReason","10","55"
"Upper Quartile Distance (KM)","Region","Y56","OutOfAreaReason","11","*"
"Upper Quartile Distance (KM)","Region","Y56","OutOfAreaReason","12","*"
"Upper Quartile Distance (KM)","Region","Y56","OutOfAreaReason","13","*"
"Upper Quartile Distance (KM)","Region","Y56","OutOfAreaReason","14","*"
"Upper Quartile Distance (KM)","Region","Y56","OutOfAreaReason","15","*"
"Upper Quartile Distance (KM)","Region","Y56","PrimaryDiagnosis","0","*"
"Upper Quartile Distance (KM)","Region","Y56","PrimaryDiagnosis","01","*"
"Upper Quartile Distance (KM)","Region","Y56","PrimaryDiagnosis","02","67"
"Upper Quartile Distance (KM)","Region","Y56","PrimaryDiagnosis","03","53"
"Upper Quartile Distance (KM)","Region","Y56","PrimaryDiagnosis","04","58"
"Upper Quartile Distance (KM)","Region","Y56","PrimaryDiagnosis","05","*"
"Upper Quartile Distance (KM)","Region","Y56","PrimaryDiagnosis","06","*"
"Upper Quartile Distance (KM)","Region","Y56","PrimaryDiagnosis","07","*"
"Upper Quartile Distance (KM)","Region","Y56","PrimaryDiagnosis","08","*"
"Upper Quartile Distance (KM)","Region","Y56","PrimaryDiagnosis","09","*"
"Upper Quartile Distance (KM)","Region","Y56","PrimaryDiagnosis","10","*"
"Upper Quartile Distance (KM)","Region","Y56","PrimaryDiagnosis","11","*"
"Upper Quartile Distance (KM)","Region","Y56","PrimaryDiagnosis","12","*"
"Upper Quartile Distance (KM)","Region","Y56","PrimaryDiagnosis","13","*"
"Upper Quartile Distance (KM)","Region","Y56","PrimaryDiagnosis","14","*"
"Upper Quartile Distance (KM)","Region","Y56","PrimaryDiagnosis","15","33"
"Upper Quartile Distance (KM)","Region","Y56","PrimaryDiagnosis","16","*"
"Upper Quartile Distance (KM)","Region","Y56","PrimaryDiagnosis","17","*"
"Upper Quartile Distance (KM)","Region","Y56","PrimaryDiagnosis","18","*"
"Upper Quartile Distance (KM)","Region","Y56","PrimaryDiagnosis","19","*"
"Upper Quartile Distance (KM)","Region","Y56","PrimaryDiagnosis","20","*"
"Upper Quartile Distance (KM)","Region","Y56","PrimaryDiagnosis","21","*"
"Upper Quartile Distance (KM)","Region","Y56","PrimaryDiagnosis","22","*"
"Upper Quartile Distance (KM)","Region","Y56","PrimaryDiagnosis","23","*"
"Upper Quartile Distance (KM)","Region","Y57","","","114"
"Upper Quartile Distance (KM)","Region","Y57","BedType","0","*"
"Upper Quartile Distance (KM)","Region","Y57","BedType","10","110"
"Upper Quartile Distance (KM)","Region","Y57","BedType","11","43"
"Upper Quartile Distance (KM)","Region","Y57","BedType","12","133"
"Upper Quartile Distance (KM)","region","Y57","Gender","0","*"
"Upper Quartile Distance (KM)","region","Y57","Gender","1","100"
"Upper Quartile Distance (KM)","region","Y57","Gender","2","119"
"Upper Quartile Distance (KM)","region","Y57","Gender","9","*"
"Upper Quartile Distance (KM)","region","Y57","Gender","X","*"
"Upper Quartile Distance (KM)","Region","Y57","MhaStatus","0","*"
"Upper Quartile Distance (KM)","Region","Y57","MhaStatus","1","135"
"Upper Quartile Distance (KM)","Region","Y57","MhaStatus","2","98"
"Upper Quartile Distance (KM)","Region","Y57","OutOfAreaReason","0","*"
"Upper Quartile Distance (KM)","Region","Y57","OutOfAreaReason","10","111"
"Upper Quartile Distance (KM)","Region","Y57","OutOfAreaReason","11","*"
"Upper Quartile Distance (KM)","Region","Y57","OutOfAreaReason","12","*"
"Upper Quartile Distance (KM)","Region","Y57","OutOfAreaReason","13","*"
"Upper Quartile Distance (KM)","Region","Y57","OutOfAreaReason","14","*"
"Upper Quartile Distance (KM)","Region","Y57","OutOfAreaReason","15","*"
"Upper Quartile Distance (KM)","Region","Y57","PrimaryDiagnosis","0","*"
"Upper Quartile Distance (KM)","Region","Y57","PrimaryDiagnosis","01","*"
"Upper Quartile Distance (KM)","Region","Y57","PrimaryDiagnosis","02","107"
"Upper Quartile Distance (KM)","Region","Y57","PrimaryDiagnosis","03","139"
"Upper Quartile Distance (KM)","Region","Y57","PrimaryDiagnosis","04","34"
"Upper Quartile Distance (KM)","Region","Y57","PrimaryDiagnosis","05","*"
"Upper Quartile Distance (KM)","Region","Y57","PrimaryDiagnosis","06","*"
"Upper Quartile Distance (KM)","Region","Y57","PrimaryDiagnosis","07","*"
"Upper Quartile Distance (KM)","Region","Y57","PrimaryDiagnosis","08","*"
"Upper Quartile Distance (KM)","Region","Y57","PrimaryDiagnosis","09","*"
"Upper Quartile Distance (KM)","Region","Y57","PrimaryDiagnosis","10","*"
"Upper Quartile Distance (KM)","Region","Y57","PrimaryDiagnosis","11","*"
"Upper Quartile Distance (KM)","Region","Y57","PrimaryDiagnosis","12","*"
"Upper Quartile Distance (KM)","Region","Y57","PrimaryDiagnosis","13","*"
"Upper Quartile Distance (KM)","Region","Y57","PrimaryDiagnosis","14","118"
"Upper Quartile Distance (KM)","Region","Y57","PrimaryDiagnosis","15","*"
"Upper Quartile Distance (KM)","Region","Y57","PrimaryDiagnosis","16","*"
"Upper Quartile Distance (KM)","Region","Y57","PrimaryDiagnosis","17","*"
"Upper Quartile Distance (KM)","Region","Y57","PrimaryDiagnosis","18","*"
"Upper Quartile Distance (KM)","Region","Y57","PrimaryDiagnosis","19","*"
"Upper Quartile Distance (KM)","Region","Y57","PrimaryDiagnosis","20","*"
"Upper Quartile Distance (KM)","Region","Y57","PrimaryDiagnosis","21","*"
"Upper Quartile Distance (KM)","Region","Y57","PrimaryDiagnosis","22","*"
"Upper Quartile Distance (KM)","Region","Y57","PrimaryDiagnosis","23","*"
"Upper Quartile Distance (KM)","SendingProvider","England","","","83.3919"
"Upper Quartile Distance (KM)","SendingProvider","8HR47","","","*"
"Upper Quartile Distance (KM)","SendingProvider","999","","","*"
"Upper Quartile Distance (KM)","SendingProvider","AHL","","","*"
"Upper Quartile Distance (KM)","SendingProvider","NHV","","","*"
"Upper Quartile Distance (KM)","SendingProvider","NMJ","","","*"
"Upper Quartile Distance (KM)","SendingProvider","NMQ","","","*"
"Upper Quartile Distance (KM)","SendingProvider","NMV","","","*"
"Upper Quartile Distance (KM)","SendingProvider","NNF","","","*"
"Upper Quartile Distance (KM)","SendingProvider","NQ4","","","*"
"Upper Quartile Distance (KM)","SendingProvider","NQL","","","*"
"Upper Quartile Distance (KM)","SendingProvider","NR0","","","*"
"Upper Quartile Distance (KM)","SendingProvider","NR5","","","*"
"Upper Quartile Distance (KM)","SendingProvider","NTN","","","*"
"Upper Quartile Distance (KM)","SendingProvider","NTT","","","*"
"Upper Quartile Distance (KM)","SendingProvider","NV2","","","*"
"Upper Quartile Distance (KM)","SendingProvider","NYA","","","*"
"Upper Quartile Distance (KM)","SendingProvider","R1A","","","*"
"Upper Quartile Distance (KM)","SendingProvider","R1C","","","*"
"Upper Quartile Distance (KM)","SendingProvider","R1E","","","*"
"Upper Quartile Distance (KM)","SendingProvider","R1F","","","*"
"Upper Quartile Distance (KM)","SendingProvider","RA9","","","*"
"Upper Quartile Distance (KM)","SendingProvider","RAL","","","*"
"Upper Quartile Distance (KM)","SendingProvider","RAT","","","*"
"Upper Quartile Distance (KM)","SendingProvider","RDY","","","124"
"Upper Quartile Distance (KM)","SendingProvider","RGD","","","*"
"Upper Quartile Distance (KM)","SendingProvider","RH5","","","*"
"Upper Quartile Distance (KM)","SendingProvider","RHA","","","85"
"Upper Quartile Distance (KM)","SendingProvider","RJ8","","","*"
"Upper Quartile Distance (KM)","SendingProvider","RJX","","","*"
"Upper Quartile Distance (KM)","SendingProvider","RKL","","","*"
"Upper Quartile Distance (KM)","SendingProvider","RLY","","","*"
"Upper Quartile Distance (KM)","SendingProvider","RMC","","","*"
"Upper Quartile Distance (KM)","SendingProvider","RMY","","","138"
"Upper Quartile Distance (KM)","SendingProvider","RNK","","","*"
"Upper Quartile Distance (KM)","SendingProvider","RNN","","","*"
"Upper Quartile Distance (KM)","SendingProvider","RNU","","","135"
"Upper Quartile Distance (KM)","SendingProvider","RP1","","","99"
"Upper Quartile Distance (KM)","SendingProvider","RP7","","","*"
"Upper Quartile Distance (KM)","SendingProvider","RPG","","","32"
"Upper Quartile Distance (KM)","SendingProvider","RQY","","","*"
"Upper Quartile Distance (KM)","SendingProvider","RR7","","","*"
"Upper Quartile Distance (KM)","SendingProvider","RRD","","","95"
"Upper Quartile Distance (KM)","SendingProvider","RRE","","","*"
"Upper Quartile Distance (KM)","SendingProvider","RRP","","","*"
"Upper Quartile Distance (KM)","SendingProvider","RT1","","","*"
"Upper Quartile Distance (KM)","SendingProvider","RT2","","","*"
"Upper Quartile Distance (KM)","SendingProvider","RT5","","","135"
"Upper Quartile Distance (KM)","SendingProvider","RTF","","","*"
"Upper Quartile Distance (KM)","SendingProvider","RTQ","","","*"
"Upper Quartile Distance (KM)","SendingProvider","RTV","","","129"
"Upper Quartile Distance (KM)","SendingProvider","RV3","","","62"
"Upper Quartile Distance (KM)","SendingProvider","RV5","","","60"
"Upper Quartile Distance (KM)","SendingProvider","RV9","","","*"
"Upper Quartile Distance (KM)","SendingProvider","RVN","","","*"
"Upper Quartile Distance (KM)","SendingProvider","RW1","","","108"
"Upper Quartile Distance (KM)","SendingProvider","RW3","","","*"
"Upper Quartile Distance (KM)","SendingProvider","RW4","","","*"
"Upper Quartile Distance (KM)","SendingProvider","RW5","","","46"
"Upper Quartile Distance (KM)","SendingProvider","RWK","","","*"
"Upper Quartile Distance (KM)","SendingProvider","RWN","","","*"
"Upper Quartile Distance (KM)","SendingProvider","RWR","","","*"
"Upper Quartile Distance (KM)","SendingProvider","RWV","","","*"
"Upper Quartile Distance (KM)","SendingProvider","RWX","","","*"
"Upper Quartile Distance (KM)","SendingProvider","RX2","","","44"
"Upper Quartile Distance (KM)","SendingProvider","RX3","","","65"
"Upper Quartile Distance (KM)","SendingProvider","RX4","","","*"
"Upper Quartile Distance (KM)","SendingProvider","RXA","","","*"
"Upper Quartile Distance (KM)","SendingProvider","RXE","","","*"
"Upper Quartile Distance (KM)","SendingProvider","RXG","","","45"
"Upper Quartile Distance (KM)","SendingProvider","RXL","","","*"
"Upper Quartile Distance (KM)","SendingProvider","RXM","","","*"
"Upper Quartile Distance (KM)","SendingProvider","RXT","","","*"
"Upper Quartile Distance (KM)","SendingProvider","RXV","","","*"
"Upper Quartile Distance (KM)","SendingProvider","RXX","","","*"
"Upper Quartile Distance (KM)","SendingProvider","RXY","","","*"
"Upper Quartile Distance (KM)","SendingProvider","RY6","","","*"
"Upper Quartile Distance (KM)","SendingProvider","RY8","","","*"
"Upper Quartile Distance (KM)","SendingProvider","RYG","","","*"
"Upper Quartile Distance (KM)","SendingProvider","RYK","","","*"
"Upper Quartile Distance (KM)","SendingProvider","RYW","","","*"
"Upper Quartile Distance (KM)","SendingProvider","TAD","","","*"
"Upper Quartile Distance (KM)","SendingProvider","TAE","","","39"
"Upper Quartile Distance (KM)","SendingProvider","TAF","","","*"
"Upper Quartile Distance (KM)","SendingProvider","TAH","","","*"
"Upper Quartile Distance (KM)","SendingProvider","TAJ","","","*"
"OAPs ended during period","England","","","","50"
"OAPs ended during period","BedType","England","","","50"
"OAPs ended during period","BedType","10","","","42"
"OAPs ended during period","BedType","11","","","1"
"OAPs ended during period","BedType","12","","","7"
"OAPs ended during period","Ccg","England","","","50"
"OAPs ended during period","Ccg","00C","","","*"
"OAPs ended during period","Ccg","00D","","","*"
"OAPs ended during period","Ccg","00J","","","*"
"OAPs ended during period","Ccg","00K","","","*"
"OAPs ended during period","Ccg","00L","","","*"
"OAPs ended during period","Ccg","00M","","","*"
"OAPs ended during period","Ccg","00N","","","*"
"OAPs ended during period","Ccg","00P","","","*"
"OAPs ended during period","Ccg","00Q","","","*"
"OAPs ended during period","Ccg","00R","","","*"
"OAPs ended during period","Ccg","00T","","","*"
"OAPs ended during period","Ccg","00V","","","*"
"OAPs ended during period","Ccg","00W","","","*"
"OAPs ended during period","Ccg","00X","","","*"
"OAPs ended during period","Ccg","00Y","","","*"
"OAPs ended during period","Ccg","01A","","","*"
"OAPs ended during period","Ccg","01C","","","*"
"OAPs ended during period","Ccg","01D","","","*"
"OAPs ended during period","Ccg","01E","","","*"
"OAPs ended during period","Ccg","01F","","","*"
"OAPs ended during period","Ccg","01G","","","*"
"OAPs ended during period","Ccg","01H","","","*"
"OAPs ended during period","Ccg","01J","","","*"
"OAPs ended during period","Ccg","01K","","","*"
"OAPs ended during period","Ccg","01M","","","*"
"OAPs ended during period","Ccg","01N","","","*"
"OAPs ended during period","Ccg","01R","","","*"
"OAPs ended during period","Ccg","01T","","","*"
"OAPs ended during period","Ccg","01V","","","*"
"OAPs ended during period","Ccg","01W","","","*"
"OAPs ended during period","Ccg","01X","","","*"
"OAPs ended during period","Ccg","01Y","","","*"
"OAPs ended during period","Ccg","02A","","","*"
"OAPs ended during period","Ccg","02D","","","*"
"OAPs ended during period","Ccg","02E","","","*"
"OAPs ended during period","Ccg","02F","","","*"
"OAPs ended during period","Ccg","02G","","","*"
"OAPs ended during period","Ccg","02H","","","*"
"OAPs ended during period","Ccg","02M","","","*"
"OAPs ended during period","Ccg","02N","","","*"
"OAPs ended during period","Ccg","02P","","","*"
"OAPs ended during period","Ccg","02Q","","","*"
"OAPs ended during period","Ccg","02R","","","*"
"OAPs ended during period","Ccg","02T","","","*"
"OAPs ended during period","Ccg","02V","","","*"
"OAPs ended during period","Ccg","02W","","","*"
"OAPs ended during period","Ccg","02X","","","*"
"OAPs ended during period","Ccg","02Y","","","*"
"OAPs ended during period","Ccg","03A","","","*"
"OAPs ended during period","Ccg","03C","","","*"
"OAPs ended during period","Ccg","03D","","","*"
"OAPs ended during period","Ccg","03E","","","*"
"OAPs ended during period","Ccg","03F","","","*"
"OAPs ended during period","Ccg","03G","","","*"
"OAPs ended during period","Ccg","03H","","","*"
"OAPs ended during period","Ccg","03J","","","*"
"OAPs ended during period","Ccg","03K","","","*"
"OAPs ended during period","Ccg","03L","","","*"
"OAPs ended during period","Ccg","03M","","","*"
"OAPs ended during period","Ccg","03N","","","*"
"OAPs ended during period","Ccg","03Q","","","*"
"OAPs ended during period","Ccg","03R","","","*"
"OAPs ended during period","Ccg","03T","","","*"
"OAPs ended during period","Ccg","03V","","","*"
"OAPs ended during period","Ccg","03W","","","*"
"OAPs ended during period","Ccg","03X","","","*"
"OAPs ended during period","Ccg","03Y","","","*"
"OAPs ended during period","Ccg","04C","","","*"
"OAPs ended during period","Ccg","04D","","","*"
"OAPs ended during period","Ccg","04E","","","*"
"OAPs ended during period","Ccg","04F","","","*"
"OAPs ended during period","Ccg","04G","","","*"
"OAPs ended during period","Ccg","04H","","","*"
"OAPs ended during period","Ccg","04J","","","*"
"OAPs ended during period","Ccg","04K","","","*"
"OAPs ended during period","Ccg","04L","","","*"
"OAPs ended during period","Ccg","04M","","","*"
"OAPs ended during period","Ccg","04N","","","*"
"OAPs ended during period","Ccg","04Q","","","*"
"OAPs ended during period","Ccg","04R","","","*"
"OAPs ended during period","Ccg","04V","","","*"
"OAPs ended during period","Ccg","04X","","","*"
"OAPs ended during period","Ccg","04Y","","","*"
"OAPs ended during period","Ccg","05A","","","*"
"OAPs ended during period","Ccg","05C","","","*"
"OAPs ended during period","Ccg","05D","","","*"
"OAPs ended during period","Ccg","05F","","","*"
"OAPs ended during period","Ccg","05G","","","*"
"OAPs ended during period","Ccg","05H","","","*"
"OAPs ended during period","Ccg","05J","","","*"
"OAPs ended during period","Ccg","05L","","","*"
"OAPs ended during period","Ccg","05N","","","*"
"OAPs ended during period","Ccg","05P","","","*"
"OAPs ended during period","Ccg","05Q","","","*"
"OAPs ended during period","Ccg","05R","","","*"
"OAPs ended during period","Ccg","05T","","","*"
"OAPs ended during period","Ccg","05V","","","*"
"OAPs ended during period","Ccg","05W","","","*"
"OAPs ended during period","Ccg","05X","","","*"
"OAPs ended during period","Ccg","05Y","","","*"
"OAPs ended during period","Ccg","06A","","","*"
"OAPs ended during period","Ccg","06D","","","*"
"OAPs ended during period","Ccg","06F","","","*"
"OAPs ended during period","Ccg","06H","","","*"
"OAPs ended during period","Ccg","06K","","","*"
"OAPs ended during period","Ccg","06L","","","*"
"OAPs ended during period","Ccg","06M","","","*"
"OAPs ended during period","Ccg","06N","","","*"
"OAPs ended during period","Ccg","06P","","","*"
"OAPs ended during period","Ccg","06Q","","","*"
"OAPs ended during period","Ccg","06T","","","*"
"OAPs ended during period","Ccg","06V","","","*"
"OAPs ended during period","Ccg","06W","","","*"
"OAPs ended during period","Ccg","06Y","","","*"
"OAPs ended during period","Ccg","07G","","","*"
"OAPs ended during period","Ccg","07H","","","*"
"OAPs ended during period","Ccg","07J","","","*"
"OAPs ended during period","Ccg","07K","","","*"
"OAPs ended during period","Ccg","07L","","","*"
"OAPs ended during period","Ccg","07M","","","*"
"OAPs ended during period","Ccg","07N","","","*"
"OAPs ended during period","Ccg","07P","","","*"
